Farm	UniqueID	DOB	Group	Visit	Date	LastTreatmentDays	LastTreatmentCat	EPG	Serum	Copro	dEPG	dSerum	dCopro
C1	C1_4064	2014-02-05	Heifer	A	2015-05-04	NA	LongerOrNever	0	0.6	0.14	FALSE	FALSE	FALSE
C1	C1_4064	2014-02-05	Heifer	C	2015-11-17	NA	LongerOrNever	0	172.2	0.12	FALSE	TRUE	FALSE
C1	C1_4064	2014-02-05	Heifer	B	2015-08-06	NA	LongerOrNever	0	1.2	0	FALSE	FALSE	FALSE
C1	C1_4064	2014-02-05	Heifer	E	2016-04-11	NA	LongerOrNever	0	5.7	1.14	FALSE	FALSE	FALSE
C1	C1_4065	2014-02-05	Heifer	B	2015-08-06	NA	LongerOrNever	0.2	7.8	1.08	TRUE	FALSE	FALSE
C1	C1_4065	2014-02-05	Heifer	C	2015-11-17	NA	LongerOrNever	0	186.1	0.3	FALSE	TRUE	FALSE
C1	C1_4065	2014-02-05	Heifer	F	2016-08-22	NA	LongerOrNever	0.6	212.2	8.59	TRUE	TRUE	TRUE
C1	C1_4065	2014-02-05	Heifer	G	2017-01-19	NA	LongerOrNever	NA	161.8	26.59	NA	TRUE	TRUE
C1	C1_4065	2014-02-05	Heifer	E	2016-04-11	NA	LongerOrNever	1	200.9	23.67	TRUE	TRUE	TRUE
C1	C1_4065	2014-02-05	Heifer	D	2016-02-05	NA	LongerOrNever	0.4	191.5	15.42	TRUE	TRUE	TRUE
C1	C1_4065	2014-02-05	Heifer	A	2015-05-04	NA	LongerOrNever	0	1.2	0.26	FALSE	FALSE	FALSE
C1	C1_4066	2014-02-05	Heifer	G	2017-01-19	NA	LongerOrNever	NA	162.4	13.26	NA	TRUE	TRUE
C1	C1_4066	2014-02-05	Heifer	C	2015-11-17	NA	LongerOrNever	0	193.2	0.21	FALSE	TRUE	FALSE
C1	C1_4066	2014-02-05	Heifer	A	2015-05-04	NA	LongerOrNever	0	0.8	0.18	FALSE	FALSE	FALSE
C1	C1_4066	2014-02-05	Heifer	D	2016-02-05	NA	LongerOrNever	0.4	175.9	8.74	TRUE	TRUE	TRUE
C1	C1_4066	2014-02-05	Heifer	F	2016-08-22	NA	LongerOrNever	1.2	206.8	13.75	TRUE	TRUE	TRUE
C1	C1_4066	2014-02-05	Heifer	E	2016-04-11	NA	LongerOrNever	0.2	190.6	6.75	TRUE	TRUE	TRUE
C1	C1_4066	2014-02-05	Heifer	B	2015-08-06	NA	LongerOrNever	0	7.1	0.16	FALSE	FALSE	FALSE
C1	C1_4115	2014-06-13	Calf	B	2015-08-06	NA	LongerOrNever	0	3.5	0.75	FALSE	FALSE	FALSE
C1	C1_4115	2014-06-13	Calf	E	2016-04-11	NA	LongerOrNever	0.2	168.9	5.66	TRUE	TRUE	TRUE
C1	C1_4115	2014-06-13	Calf	C	2015-11-17	NA	LongerOrNever	0	31.8	0.17	FALSE	TRUE	FALSE
C1	C1_4115	2014-06-13	Calf	G	2017-01-19	NA	LongerOrNever	NA	147.9	4.91	NA	TRUE	TRUE
C1	C1_4115	2014-06-13	Calf	D	2016-02-05	NA	LongerOrNever	0.2	183	1.91	TRUE	TRUE	TRUE
C1	C1_4115	2014-06-13	Calf	A	2015-05-04	NA	LongerOrNever	0	1.9	0.13	FALSE	FALSE	FALSE
C1	C1_4115	2014-06-13	Calf	F	2016-08-22	NA	LongerOrNever	0.2	197.6	2.12	TRUE	TRUE	TRUE
C1	C1_4117	2014-06-17	Calf	D	2016-02-05	NA	LongerOrNever	0	2.4	0.95	FALSE	FALSE	FALSE
C1	C1_4117	2014-06-17	Calf	F	2016-08-22	NA	LongerOrNever	0	-3	0.49	FALSE	FALSE	FALSE
C1	C1_4117	2014-06-17	Calf	E	2016-04-11	NA	LongerOrNever	0	3.6	1.07	FALSE	FALSE	FALSE
C1	C1_4117	2014-06-17	Calf	A	2015-05-04	NA	LongerOrNever	0	-6.4	0.06	FALSE	FALSE	FALSE
C1	C1_4117	2014-06-17	Calf	B	2015-08-06	NA	LongerOrNever	0	0.5	-0.2	FALSE	FALSE	FALSE
C1	C1_4117	2014-06-17	Calf	C	2015-11-17	NA	LongerOrNever	0	4.5	0.14	FALSE	FALSE	FALSE
C1	C1_4118	2014-06-17	Calf	D	2016-02-05	NA	LongerOrNever	0	-5.9	1.27	FALSE	FALSE	FALSE
C1	C1_4118	2014-06-17	Calf	A	2015-05-04	NA	LongerOrNever	0	7.1	0.06	FALSE	FALSE	FALSE
C1	C1_4118	2014-06-17	Calf	C	2015-11-17	NA	LongerOrNever	0	4	0.99	FALSE	FALSE	FALSE
C1	C1_4118	2014-06-17	Calf	E	2016-04-11	NA	LongerOrNever	0	3.7	2.06	FALSE	FALSE	TRUE
C1	C1_4118	2014-06-17	Calf	B	2015-08-06	NA	LongerOrNever	0	4.6	-0.14	FALSE	FALSE	FALSE
C1	C1_4118	2014-06-17	Calf	G	2017-01-19	NA	LongerOrNever	NA	3.1	0.93	NA	FALSE	FALSE
C1	C1_4118	2014-06-17	Calf	F	2016-08-22	NA	LongerOrNever	0	4.2	1.02	FALSE	FALSE	FALSE
C1	C1_4119	2014-06-19	Calf	B	2015-08-06	NA	LongerOrNever	0	1.7	0.97	FALSE	FALSE	FALSE
C1	C1_4119	2014-06-19	Calf	C	2015-11-17	NA	LongerOrNever	0	9.4	1	FALSE	FALSE	FALSE
C1	C1_4119	2014-06-19	Calf	F	2016-08-22	NA	LongerOrNever	0	4.3	1.08	FALSE	FALSE	FALSE
C1	C1_4119	2014-06-19	Calf	D	2016-02-05	NA	LongerOrNever	0	9.7	0.94	FALSE	FALSE	FALSE
C1	C1_4119	2014-06-19	Calf	A	2015-05-04	NA	LongerOrNever	0	6.7	0.12	FALSE	FALSE	FALSE
C1	C1_4119	2014-06-19	Calf	G	2017-01-19	NA	LongerOrNever	NA	4.5	0.95	NA	FALSE	FALSE
C1	C1_4119	2014-06-19	Calf	E	2016-04-11	NA	LongerOrNever	0	0.8	0.61	FALSE	FALSE	FALSE
C1	C1_4120	2014-06-20	Calf	A	2015-05-04	NA	LongerOrNever	0	1.3	-0.07	FALSE	FALSE	FALSE
C1	C1_4120	2014-06-20	Calf	C	2015-11-17	NA	LongerOrNever	0	4.6	0.73	FALSE	FALSE	FALSE
C1	C1_4120	2014-06-20	Calf	G	2017-01-19	NA	LongerOrNever	NA	145.2	2.34	NA	TRUE	TRUE
C1	C1_4120	2014-06-20	Calf	D	2016-02-05	NA	LongerOrNever	0	2.3	1.05	FALSE	FALSE	FALSE
C1	C1_4120	2014-06-20	Calf	E	2016-04-11	NA	LongerOrNever	0	6.5	0.8	FALSE	FALSE	FALSE
C1	C1_4120	2014-06-20	Calf	B	2015-08-06	NA	LongerOrNever	0	3.3	0.38	FALSE	FALSE	FALSE
C1	C1_4120	2014-06-20	Calf	F	2016-08-22	NA	LongerOrNever	0	201.3	0.95	FALSE	TRUE	FALSE
C1	C1_4121	2014-06-21	Calf	B	2015-08-06	NA	LongerOrNever	0	0.9	0.76	FALSE	FALSE	FALSE
C1	C1_4121	2014-06-21	Calf	C	2015-11-17	NA	LongerOrNever	0	2.7	0.22	FALSE	FALSE	FALSE
C1	C1_4121	2014-06-21	Calf	E	2016-04-11	NA	LongerOrNever	0	8.1	1.18	FALSE	FALSE	FALSE
C1	C1_4121	2014-06-21	Calf	F	2016-08-22	NA	LongerOrNever	0	33.7	0.46	FALSE	TRUE	FALSE
C1	C1_4121	2014-06-21	Calf	D	2016-02-05	NA	LongerOrNever	0	6.4	1.07	FALSE	FALSE	FALSE
C1	C1_4121	2014-06-21	Calf	A	2015-05-04	NA	LongerOrNever	0	1.6	0.23	FALSE	FALSE	FALSE
C1	C1_4124	2014-06-28	Calf	C	2015-11-17	NA	LongerOrNever	0	2.3	0.09	FALSE	FALSE	FALSE
C1	C1_4124	2014-06-28	Calf	A	2015-05-04	NA	LongerOrNever	0	3.4	0.21	FALSE	FALSE	FALSE
C1	C1_4124	2014-06-28	Calf	E	2016-04-11	NA	LongerOrNever	0	3.8	0.75	FALSE	FALSE	FALSE
C1	C1_4124	2014-06-28	Calf	F	2016-08-22	NA	LongerOrNever	0	7.5	1.58	FALSE	FALSE	TRUE
C1	C1_4124	2014-06-28	Calf	B	2015-08-06	NA	LongerOrNever	0	5.6	0.35	FALSE	FALSE	FALSE
C1	C1_4124	2014-06-28	Calf	D	2016-02-05	NA	LongerOrNever	0	3.2	0.85	FALSE	FALSE	FALSE
C1	C1_4124	2014-06-28	Calf	G	2017-01-19	NA	LongerOrNever	NA	10.9	0.9	NA	FALSE	FALSE
C1	C1_4135	2014-07-15	Calf	C	2015-11-17	NA	LongerOrNever	0	27.3	0.65	FALSE	FALSE	FALSE
C1	C1_4135	2014-07-15	Calf	A	2015-05-04	NA	LongerOrNever	NA	-0.1	NA	NA	FALSE	NA
C1	C1_4135	2014-07-15	Calf	B	2015-08-06	NA	LongerOrNever	0	6.4	0.39	FALSE	FALSE	FALSE
C1	C1_4135	2014-07-15	Calf	E	2016-04-11	NA	LongerOrNever	0	27.1	0.87	FALSE	FALSE	FALSE
C1	C1_4135	2014-07-15	Calf	D	2016-02-05	NA	LongerOrNever	NA	22.4	0.9	NA	FALSE	FALSE
C1	C1_4135	2014-07-15	Calf	F	2016-08-22	NA	LongerOrNever	0	12.4	0.82	FALSE	FALSE	FALSE
C1	C1_4135	2014-07-15	Calf	G	2017-01-19	NA	LongerOrNever	NA	4.4	0.59	NA	FALSE	FALSE
C1	C1_4138	2014-07-26	Calf	B	2015-08-06	NA	LongerOrNever	0	1.9	0.61	FALSE	FALSE	FALSE
C1	C1_4138	2014-07-26	Calf	C	2015-11-17	NA	LongerOrNever	0	6.4	0.52	FALSE	FALSE	FALSE
C1	C1_4138	2014-07-26	Calf	F	2016-08-22	NA	LongerOrNever	0	210.9	1.27	FALSE	TRUE	FALSE
C1	C1_4138	2014-07-26	Calf	D	2016-02-05	NA	LongerOrNever	0	4.8	0.99	FALSE	FALSE	FALSE
C1	C1_4138	2014-07-26	Calf	G	2017-01-19	NA	LongerOrNever	NA	165.5	8.76	NA	TRUE	TRUE
C1	C1_4138	2014-07-26	Calf	E	2016-04-11	NA	LongerOrNever	0	14.2	0.76	FALSE	FALSE	FALSE
C1	C1_4138	2014-07-26	Calf	A	2015-05-04	NA	LongerOrNever	0	1.5	0.12	FALSE	FALSE	FALSE
C1	C1_4140	2014-07-31	Calf	D	2016-02-05	NA	LongerOrNever	0	0.6	0.89	FALSE	FALSE	FALSE
C1	C1_4140	2014-07-31	Calf	C	2015-11-17	NA	LongerOrNever	0	1.7	0.29	FALSE	FALSE	FALSE
C1	C1_4140	2014-07-31	Calf	F	2016-08-22	NA	LongerOrNever	0	215.9	0.93	FALSE	TRUE	FALSE
C1	C1_4140	2014-07-31	Calf	A	2015-05-04	NA	LongerOrNever	0	1.8	0.09	FALSE	FALSE	FALSE
C1	C1_4140	2014-07-31	Calf	B	2015-08-06	NA	LongerOrNever	0	4.6	-0.1	FALSE	FALSE	FALSE
C1	C1_4140	2014-07-31	Calf	E	2016-04-11	NA	LongerOrNever	0	-2.1	0.45	FALSE	FALSE	FALSE
C1	C1_4140	2014-07-31	Calf	G	2017-01-19	NA	LongerOrNever	NA	170.1	89.2	NA	TRUE	TRUE
C1	C1_4146	2014-08-06	Calf	C	2015-11-17	NA	LongerOrNever	0	6.3	0.44	FALSE	FALSE	FALSE
C1	C1_4146	2014-08-06	Calf	D	2016-02-05	NA	LongerOrNever	0	4.1	1.81	FALSE	FALSE	TRUE
C1	C1_4146	2014-08-06	Calf	B	2015-08-06	NA	LongerOrNever	0	10.7	0.08	FALSE	FALSE	FALSE
C1	C1_4146	2014-08-06	Calf	F	2016-08-22	NA	LongerOrNever	0	3.2	0.72	FALSE	FALSE	FALSE
C1	C1_4146	2014-08-06	Calf	E	2016-04-11	NA	LongerOrNever	0	7.8	0.99	FALSE	FALSE	FALSE
C1	C1_4146	2014-08-06	Calf	A	2015-05-04	NA	LongerOrNever	0	-7.4	0.15	FALSE	FALSE	FALSE
C2	C2_1779	2009-09-18	Multiparous	A	2015-05-05	NA	LongerOrNever	0	NA	6.51	FALSE	NA	TRUE
C2	C2_1779	2009-09-18	Multiparous	B	2015-08-03	NA	LongerOrNever	0.2	99.8	0.61	TRUE	TRUE	FALSE
C2	C2_1779	2009-09-18	Multiparous	D	2016-01-26	NA	LongerOrNever	0.2	104	5.15	TRUE	TRUE	TRUE
C2	C2_1779	2009-09-18	Multiparous	C	2015-10-22	NA	LongerOrNever	0	51.9	58.73	FALSE	TRUE	TRUE
C2	C2_1921	2010-11-05	Multiparous	D	2016-01-26	NA	LongerOrNever	0	30	1.16	FALSE	TRUE	FALSE
C2	C2_1921	2010-11-05	Multiparous	B	2015-08-03	NA	LongerOrNever	0	86.4	0.77	FALSE	TRUE	FALSE
C2	C2_1921	2010-11-05	Multiparous	A	2015-05-05	NA	LongerOrNever	0	NA	0.94	FALSE	NA	FALSE
C2	C2_1921	2010-11-05	Multiparous	C	2015-10-22	NA	LongerOrNever	0	21.6	0.26	FALSE	FALSE	FALSE
C2	C2_2027	2011-08-08	Multiparous	E	2016-04-05	NA	LongerOrNever	0	23.5	0.91	FALSE	FALSE	FALSE
C2	C2_2027	2011-08-08	Multiparous	C	2015-10-22	NA	LongerOrNever	0	37.7	0.23	FALSE	TRUE	FALSE
C2	C2_2027	2011-08-08	Multiparous	A	2015-05-05	NA	LongerOrNever	0	NA	0.13	FALSE	NA	FALSE
C2	C2_2027	2011-08-08	Multiparous	D	2016-01-26	NA	LongerOrNever	0	25.4	0.86	FALSE	FALSE	FALSE
C2	C2_2027	2011-08-08	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	20.4	0.7	NA	FALSE	FALSE
C2	C2_2027	2011-08-08	Multiparous	F	2016-08-29	NA	LongerOrNever	0	26.8	1.14	FALSE	FALSE	FALSE
C2	C2_2042	2011-08-14	Multiparous	A	2015-05-05	NA	LongerOrNever	0.8	NA	16.72	TRUE	NA	TRUE
C2	C2_2042	2011-08-14	Multiparous	C	2015-10-22	NA	LongerOrNever	0	143.7	0.5	FALSE	TRUE	FALSE
C2	C2_2042	2011-08-14	Multiparous	D	2016-01-26	NA	LongerOrNever	0	14.5	0.98	FALSE	FALSE	FALSE
C2	C2_2042	2011-08-14	Multiparous	B	2015-08-03	NA	LongerOrNever	0	100.2	2.35	FALSE	TRUE	TRUE
C2	C2_2042	2011-08-14	Multiparous	E	2016-04-05	NA	LongerOrNever	0	46.1	1.07	FALSE	TRUE	FALSE
C2	C2_2058	2011-10-16	Multiparous	E	2016-04-05	NA	LongerOrNever	0	6.8	0.88	FALSE	FALSE	FALSE
C2	C2_2058	2011-10-16	Multiparous	B	2015-08-03	NA	LongerOrNever	0	4.6	0.12	FALSE	FALSE	FALSE
C2	C2_2058	2011-10-16	Multiparous	F	2016-08-29	NA	LongerOrNever	0	6	0.82	FALSE	FALSE	FALSE
C2	C2_2058	2011-10-16	Multiparous	A	2015-05-05	NA	LongerOrNever	0	NA	0	FALSE	NA	FALSE
C2	C2_2058	2011-10-16	Multiparous	C	2015-10-22	NA	LongerOrNever	0	6.5	0.2	FALSE	FALSE	FALSE
C2	C2_2058	2011-10-16	Multiparous	D	2016-01-26	NA	LongerOrNever	0	4.6	1.25	FALSE	FALSE	FALSE
C2	C2_2060	2011-10-21	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	114.3	15.66	NA	TRUE	TRUE
C2	C2_2060	2011-10-21	Multiparous	C	2015-10-22	NA	LongerOrNever	0	143.9	60	FALSE	TRUE	TRUE
C2	C2_2060	2011-10-21	Multiparous	B	2015-08-03	NA	LongerOrNever	0.4	115	2.02	TRUE	TRUE	TRUE
C2	C2_2060	2011-10-21	Multiparous	F	2016-08-29	NA	LongerOrNever	1	111.2	16.78	TRUE	TRUE	TRUE
C2	C2_2060	2011-10-21	Multiparous	D	2016-01-26	NA	LongerOrNever	0	144.6	37.76	FALSE	TRUE	TRUE
C2	C2_2060	2011-10-21	Multiparous	A	2015-05-05	NA	LongerOrNever	0	NA	36.73	FALSE	NA	TRUE
C2	C2_2060	2011-10-21	Multiparous	E	2016-04-05	NA	LongerOrNever	0.4	128.4	48.52	TRUE	TRUE	TRUE
C2	C2_2079	2011-12-12	Multiparous	A	2015-05-05	NA	LongerOrNever	0	NA	6.86	FALSE	NA	TRUE
C2	C2_2079	2011-12-12	Multiparous	B	2015-08-03	NA	LongerOrNever	0	9.1	1.16	FALSE	FALSE	FALSE
C2	C2_2079	2011-12-12	Multiparous	D	2016-01-26	NA	LongerOrNever	0	42.6	1.34	FALSE	TRUE	FALSE
C2	C2_2079	2011-12-12	Multiparous	C	2015-10-22	NA	LongerOrNever	0	25.2	1.81	FALSE	FALSE	TRUE
C2	C2_2080	2011-12-15	Multiparous	E	2016-04-05	NA	LongerOrNever	0.2	125.2	7.35	TRUE	TRUE	TRUE
C2	C2_2080	2011-12-15	Multiparous	D	2016-01-26	NA	LongerOrNever	0	130.1	10.9	FALSE	TRUE	TRUE
C2	C2_2080	2011-12-15	Multiparous	F	2016-08-29	NA	LongerOrNever	0	66.4	1.27	FALSE	TRUE	FALSE
C2	C2_2080	2011-12-15	Multiparous	C	2015-10-22	NA	LongerOrNever	0	96.1	3.66	FALSE	TRUE	TRUE
C2	C2_2080	2011-12-15	Multiparous	A	2015-05-05	NA	LongerOrNever	0.2	NA	72.9	TRUE	NA	TRUE
C2	C2_2080	2011-12-15	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	135.6	1.79	NA	TRUE	TRUE
C2	C2_2080	2011-12-15	Multiparous	B	2015-08-03	NA	LongerOrNever	0	79.8	2.83	FALSE	TRUE	TRUE
C2	C2_2083	2011-12-20	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	5.6	0.7	NA	FALSE	FALSE
C2	C2_2083	2011-12-20	Multiparous	C	2015-10-22	NA	LongerOrNever	NA	170.4	NA	NA	TRUE	NA
C2	C2_2083	2011-12-20	Multiparous	A	2015-05-05	NA	LongerOrNever	0.4	NA	82.06	TRUE	NA	TRUE
C2	C2_2083	2011-12-20	Multiparous	E	2016-04-05	NA	LongerOrNever	0	280.1	0.5	FALSE	TRUE	FALSE
C2	C2_2083	2011-12-20	Multiparous	B	2015-08-03	NA	LongerOrNever	0	119.9	42.77	FALSE	TRUE	TRUE
C2	C2_2083	2011-12-20	Multiparous	F	2016-08-29	NA	LongerOrNever	0	13.4	0.98	FALSE	FALSE	FALSE
C2	C2_2083	2011-12-20	Multiparous	D	2016-01-26	NA	LongerOrNever	0	156.4	66.3	FALSE	TRUE	TRUE
C2	C2_2120	2012-02-27	Multiparous	B	2015-08-03	NA	LongerOrNever	0	7.6	1.36	FALSE	FALSE	FALSE
C2	C2_2120	2012-02-27	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	0.9	0.69	NA	FALSE	FALSE
C2	C2_2120	2012-02-27	Multiparous	D	2016-01-26	NA	LongerOrNever	0	3.4	0.95	FALSE	FALSE	FALSE
C2	C2_2120	2012-02-27	Multiparous	F	2016-08-29	NA	LongerOrNever	0	-8.8	0.78	FALSE	FALSE	FALSE
C2	C2_2120	2012-02-27	Multiparous	A	2015-05-05	NA	LongerOrNever	0	NA	0.37	FALSE	NA	FALSE
C2	C2_2120	2012-02-27	Multiparous	E	2016-04-05	NA	LongerOrNever	0	13.2	0.86	FALSE	FALSE	FALSE
C2	C2_2120	2012-02-27	Multiparous	C	2015-10-22	NA	LongerOrNever	0	5.7	0.07	FALSE	FALSE	FALSE
C2	C2_2133	2012-03-27	Multiparous	B	2015-08-03	NA	LongerOrNever	0.6	59.8	111.36	TRUE	TRUE	TRUE
C2	C2_2133	2012-03-27	Multiparous	C	2015-10-22	NA	LongerOrNever	0.8	87.5	52.32	TRUE	TRUE	TRUE
C2	C2_2133	2012-03-27	Multiparous	A	2015-05-05	NA	LongerOrNever	5.2	NA	32.94	TRUE	NA	TRUE
C2	C2_2154	2012-05-02	Multiparous	A	2015-05-05	NA	LongerOrNever	0	NA	0.17	FALSE	NA	FALSE
C2	C2_2154	2012-05-02	Multiparous	D	2016-01-26	NA	LongerOrNever	0	8.5	0.92	FALSE	FALSE	FALSE
C2	C2_2154	2012-05-02	Multiparous	B	2015-08-03	NA	LongerOrNever	0	-4.7	0.3	FALSE	FALSE	FALSE
C2	C2_2154	2012-05-02	Multiparous	C	2015-10-22	NA	LongerOrNever	0	-6.9	0.04	FALSE	FALSE	FALSE
C2	C2_2177	2012-06-21	Multiparous	F	2016-08-29	NA	LongerOrNever	0	197.5	2.2	FALSE	TRUE	TRUE
C2	C2_2177	2012-06-21	Multiparous	E	2016-04-05	NA	LongerOrNever	0	284.2	5.87	FALSE	TRUE	TRUE
C2	C2_2177	2012-06-21	Multiparous	A	2015-05-05	NA	LongerOrNever	0	NA	9.55	FALSE	NA	TRUE
C2	C2_2177	2012-06-21	Multiparous	D	2016-01-26	NA	LongerOrNever	0	186.9	3.49	FALSE	TRUE	TRUE
C2	C2_2177	2012-06-21	Multiparous	C	2015-10-22	NA	LongerOrNever	0	156.9	5.5	FALSE	TRUE	TRUE
C2	C2_2177	2012-06-21	Multiparous	B	2015-08-03	NA	LongerOrNever	0	127.9	1.42	FALSE	TRUE	TRUE
C2	C2_2177	2012-06-21	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	162.5	4.23	NA	TRUE	TRUE
C2	C2_2188	2012-08-06	Primiparous	D	2016-01-26	NA	LongerOrNever	0	4.1	0.53	FALSE	FALSE	FALSE
C2	C2_2188	2012-08-06	Primiparous	C	2015-10-22	NA	LongerOrNever	0	19.4	0.17	FALSE	FALSE	FALSE
C2	C2_2188	2012-08-06	Primiparous	A	2015-05-05	NA	LongerOrNever	0	NA	0.15	FALSE	NA	FALSE
C2	C2_2188	2012-08-06	Primiparous	B	2015-08-03	NA	LongerOrNever	0	-2.6	0.24	FALSE	FALSE	FALSE
C2	C2_2219	2012-10-09	Primiparous	A	2015-05-05	NA	LongerOrNever	0	NA	0.13	FALSE	NA	FALSE
C2	C2_2219	2012-10-09	Primiparous	C	2015-10-22	NA	LongerOrNever	0	2	0.24	FALSE	FALSE	FALSE
C2	C2_2219	2012-10-09	Primiparous	B	2015-08-03	NA	LongerOrNever	0	1.9	0.41	FALSE	FALSE	FALSE
C2	C2_2232	2012-10-18	Primiparous	F	2016-08-29	NA	LongerOrNever	0	16	0.85	FALSE	FALSE	FALSE
C2	C2_2232	2012-10-18	Primiparous	G	2017-01-10	NA	LongerOrNever	NA	4.2	0.82	NA	FALSE	FALSE
C2	C2_2232	2012-10-18	Primiparous	E	2016-04-05	NA	LongerOrNever	0	-8	0.98	FALSE	FALSE	FALSE
C2	C2_2232	2012-10-18	Primiparous	D	2016-01-26	NA	LongerOrNever	0	6.1	1.01	FALSE	FALSE	FALSE
C2	C2_2234	2012-10-28	Primiparous	A	2015-05-05	NA	LongerOrNever	0	NA	0.15	FALSE	NA	FALSE
C2	C2_2234	2012-10-28	Primiparous	C	2015-10-22	NA	LongerOrNever	0	4.2	0.01	FALSE	FALSE	FALSE
C2	C2_2234	2012-10-28	Primiparous	D	2016-01-26	NA	LongerOrNever	0	1	0.87	FALSE	FALSE	FALSE
C2	C2_2234	2012-10-28	Primiparous	B	2015-08-03	NA	LongerOrNever	0	5.7	0.49	FALSE	FALSE	FALSE
C2	C2_2243	2012-11-18	Primiparous	A	2015-05-05	369	LongerOrNever	0	NA	15.48	FALSE	NA	TRUE
C2	C2_2243	2012-11-18	Primiparous	D	2016-01-26	635	LongerOrNever	0.2	141.2	9.61	TRUE	TRUE	TRUE
C2	C2_2243	2012-11-18	Primiparous	E	2016-04-05	705	LongerOrNever	0.4	93.2	3.33	TRUE	TRUE	TRUE
C2	C2_2243	2012-11-18	Primiparous	C	2015-10-22	539	LongerOrNever	0	4.7	13.15	FALSE	FALSE	TRUE
C2	C2_2243	2012-11-18	Primiparous	B	2015-08-03	459	LongerOrNever	0	115.3	1.96	FALSE	TRUE	TRUE
C2	C2_2243	2012-11-18	Primiparous	G	2017-01-10	985	LongerOrNever	NA	77.4	3.72	NA	TRUE	TRUE
C2	C2_2243	2012-11-18	Primiparous	F	2016-08-29	851	LongerOrNever	0	144.1	9.97	FALSE	TRUE	TRUE
C2	C2_2247	2012-11-28	Heifer	G	2017-01-10	575	LongerOrNever	NA	7.7	0.67	NA	FALSE	FALSE
C2	C2_2247	2012-11-28	Heifer	D	2016-01-26	225	LongerOrNever	0	4.9	0.61	FALSE	FALSE	FALSE
C2	C2_2247	2012-11-28	Heifer	A	2015-05-05	369	LongerOrNever	1	185.7	3.83	TRUE	TRUE	TRUE
C2	C2_2247	2012-11-28	Heifer	C	2015-10-22	129	Within20weeks	0	12.2	0.1	FALSE	FALSE	FALSE
C2	C2_2247	2012-11-28	Heifer	F	2016-08-29	441	LongerOrNever	0	6.6	0.96	FALSE	FALSE	FALSE
C2	C2_2247	2012-11-28	Heifer	B	2015-08-03	49	Within8weeks	0	124.3	0.56	FALSE	TRUE	FALSE
C2	C2_2247	2012-11-28	Heifer	E	2016-04-05	295	LongerOrNever	0	4.1	0.86	FALSE	FALSE	FALSE
C2	C2_2248	2012-12-01	Primiparous	B	2015-08-03	459	LongerOrNever	0	143.5	8.04	FALSE	TRUE	TRUE
C2	C2_2248	2012-12-01	Primiparous	D	2016-01-26	635	LongerOrNever	0.2	117.7	3.54	TRUE	TRUE	TRUE
C2	C2_2248	2012-12-01	Primiparous	F	2016-08-29	851	LongerOrNever	0.4	169.1	4.23	TRUE	TRUE	TRUE
C2	C2_2248	2012-12-01	Primiparous	A	2015-05-05	369	LongerOrNever	1	NA	12.97	TRUE	NA	TRUE
C2	C2_2248	2012-12-01	Primiparous	C	2015-10-22	539	LongerOrNever	0.8	143.6	10.61	TRUE	TRUE	TRUE
C2	C2_2248	2012-12-01	Primiparous	E	2016-04-05	705	LongerOrNever	0	181.1	9.34	FALSE	TRUE	TRUE
C2	C2_2248	2012-12-01	Primiparous	G	2017-01-10	985	LongerOrNever	NA	52.2	3.55	NA	TRUE	TRUE
C2	C2_2251	2012-12-02	Primiparous	F	2016-08-29	851	LongerOrNever	0.8	180.1	8.41	TRUE	TRUE	TRUE
C2	C2_2251	2012-12-02	Primiparous	C	2015-10-22	539	LongerOrNever	0.2	186.2	34.46	TRUE	TRUE	TRUE
C2	C2_2251	2012-12-02	Primiparous	A	2015-05-05	369	LongerOrNever	1.2	NA	18.19	TRUE	NA	TRUE
C2	C2_2251	2012-12-02	Primiparous	B	2015-08-03	459	LongerOrNever	0.4	108.4	26.13	TRUE	TRUE	TRUE
C2	C2_2251	2012-12-02	Primiparous	D	2016-01-26	635	LongerOrNever	0	176.2	70.55	FALSE	TRUE	TRUE
C2	C2_2251	2012-12-02	Primiparous	E	2016-04-05	705	LongerOrNever	0.6	16.4	9.74	TRUE	FALSE	TRUE
C2	C2_2253	2012-12-03	Primiparous	A	2015-05-05	369	LongerOrNever	1.6	NA	16.18	TRUE	NA	TRUE
C2	C2_2253	2012-12-03	Primiparous	E	2016-04-05	705	LongerOrNever	0	154.3	3.74	FALSE	TRUE	TRUE
C2	C2_2253	2012-12-03	Primiparous	D	2016-01-26	635	LongerOrNever	0	128.5	23.9	FALSE	TRUE	TRUE
C2	C2_2253	2012-12-03	Primiparous	F	2016-08-29	851	LongerOrNever	0.4	185.9	16.28	TRUE	TRUE	TRUE
C2	C2_2253	2012-12-03	Primiparous	C	2015-10-22	539	LongerOrNever	0.6	157	46.29	TRUE	TRUE	TRUE
C2	C2_2253	2012-12-03	Primiparous	B	2015-08-03	459	LongerOrNever	0	162.6	5.82	FALSE	TRUE	TRUE
